,Datum,Št. ponesrečencev,PoskodbaVrstaNACA,Dejavnost_alpsko smučanje,Dejavnost_druge športne in rekreacijske aktivnosti,Dejavnost_gorsko kolesarjenje,Dejavnost_planinstvo - brezpotje,Dejavnost_planinstvo - hoja po poti,Dejavnost_plezanje,Dejavnost_turno smučanje,Temp_tisti_dan,Temp_prejsni_dan,Temp_preprejsni_dan,Kolicina_dezja_tisti_dan,Kolicina_dezja_prejsni_dan,Kolicina_dezja_preprejsni_dan,Snezenje_cm_tisti_dan,Snezenje_cm_prejsni_dan,Snezenje_cm_preprejsni_dan,HeliStCiklov,latitude,longitude,Postaja_GRS BOVEC,Postaja_GRS CELJE,Postaja_GRS JESENICE,Postaja_GRS JEZERSKO,Postaja_GRS KAMNIK,Postaja_GRS KOROŠKE,Postaja_GRS KRANJ,Postaja_GRS KRANJSKA GORA,Postaja_GRS LJUBLJANA,Postaja_GRS MARIBOR,Postaja_GRS MOJSTRANA,Postaja_GRS RADOVLJICA,Postaja_GRS TOLMIN,Postaja_GRS TRŽIČ,Vzrok_drugo (Aktivnosti na snegu),Vzrok_drugo (Izguba opreme),Vzrok_drugo (Izguba zavesti),Vzrok_drugo (Neprimerna oprema),Vzrok_drugo (Obstala na snežišču),Vzrok_drugo (Padec očal ),Vzrok_drugo (Padec tovarisa),Vzrok_drugo (Premehka podlaga),Vzrok_drugo (Spremljevalec poškodovanke),Vzrok_drugo (Spremljevalka poškodovanke),Vzrok_drugo (izguba kontrole nad sanmi),Vzrok_drugo (močna nevihta),Vzrok_drugo (močne nevihte),Vzrok_drugo (napad živali),Vzrok_drugo (ni bilo nic narobe z njim),Vzrok_drugo (nič),Vzrok_drugo (obstali so na snežišču),Vzrok_drugo (otrok (zašla mama)),Vzrok_drugo (padec s kolesom),Vzrok_drugo (padec soplezalca),Vzrok_drugo (piki ose),Vzrok_drugo (podcenjevanje vremenske napovedi),Vzrok_drugo (prezahtevna sprehajalna pot),Vzrok_drugo (prisoten ob nesreči),Vzrok_drugo (reševanje otroka),Vzrok_drugo (sneg na poti),Vzrok_drugo (spremljevalec poškodovanke),Vzrok_drugo (stresna reakcija),Vzrok_drugo (zahteven teren),Vzrok_drugo (zdrs pri sankanju),Vzrok_drugo (zmrznjen čevelj),Vzrok_drugo (Šok),"Vzrok_drugo (Šok, zmedenost )",Vzrok_izčrpanost,Vzrok_padajoče kamenje,Vzrok_padec,Vzrok_plaz,Vzrok_strela,Vzrok_zakasnitev,Vzrok_zašel,Izkušenost_drugo,Izkušenost_gorski vodnik,Izkušenost_planinec nečlan PD,Izkušenost_planinec-član PD,Izkušenost_planinski vodnik,Izkušenost_reševalec,Izkušenost_turist
0,2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.5,19.6,18.9,0.6,9.6,0.1,0.0,0.0,0.0,1.0,46.43028,14.10333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2022-07-31,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.3,12.4,14.7,0.0,8.9,0.5,0.0,0.0,0.0,2.0,46.28973235,13.74725055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,2022-07-31,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.3,12.4,14.7,0.0,8.9,0.5,0.0,0.0,0.0,2.0,46.28973235,13.74725055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3,2023-07-14,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.1,14.1,18.2,0.0,34.9,4.1,0.0,0.0,0.0,4.0,46.457057750000004,13.8183385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
4,2023-09-12,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.3,19.1,18.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.3513803,14.8881427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5,2024-02-14,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8,-2.7,-1.3,0.0,0.0,0.9,0.0,0.0,0.49,1.0,46.2877227,13.763360578565829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6,2024-02-27,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.2,-1.7,7.1,0.1,0.3,2.17,0.0,1.19,3.0,46.3441471,13.9218914,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7,2024-03-15,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.9,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.293357,13.888238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
8,2024-03-15,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.9,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.293357,13.888238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
9,2024-03-15,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.9,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.293357,13.888238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10,2024-03-15,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.9,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.293357,13.888238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11,2024-03-16,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.1,10.4,9.5,0.7,0.0,0.0,0.0,0.0,0.0,4.0,46.190956,14.593213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
12,2024-03-16,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.1,10.4,9.5,0.7,0.0,0.0,0.0,0.0,0.0,4.0,46.190956,14.593213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
13,2024-03-23,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1,4.6,4.5,2.2,0.0,3.8,8.89,0.0,0.0,0.0,46.3454355,13.9232078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
14,2024-04-13,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.6,6.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.2311573,13.9316373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
15,2024-04-13,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.6,6.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.2311573,13.9316373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
16,2024-04-13,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.6,6.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.2311573,13.9316373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
17,2024-04-13,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.6,6.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.2311573,13.9316373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
18,2024-04-16,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.6,19.4,19.2,20.0,0.0,0.0,0.28,0.0,0.0,0.0,46.7076015,15.7879584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
19,2024-05-05,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,13.1,10.0,0.0,0.8,11.2,0.0,0.0,0.0,3.0,45.924308,14.583872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
20,2024-05-05,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,13.1,10.0,0.0,0.8,11.2,0.0,0.0,0.0,3.0,45.924308,14.583872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
21,2024-05-05,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,13.1,10.0,0.0,0.8,11.2,0.0,0.0,0.0,3.0,45.924308,14.583872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
22,2024-05-05,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,13.1,10.0,0.0,0.8,11.2,0.0,0.0,0.0,3.0,45.924308,14.583872,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
23,2024-05-20,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,3.8,2.8,0.1,0.0,0.4,0.0,0.0,0.0,5.0,46.34984135,13.797501885193912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
24,2024-05-20,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,3.8,2.8,0.1,0.0,0.4,0.0,0.0,0.0,5.0,46.34984135,13.797501885193912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
25,2024-05-20,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,3.8,2.8,0.1,0.0,0.4,0.0,0.0,0.0,5.0,46.34984135,13.797501885193912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
26,2024-05-20,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,3.8,2.8,0.1,0.0,0.4,0.0,0.0,0.0,5.0,46.34984135,13.797501885193912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
27,2024-05-24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.6,12.9,13.6,0.2,9.7,7.7,0.0,0.0,0.0,0.0,46.29760107062604,13.916594412777986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
28,2024-05-25,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.7,12.6,12.9,0.9,0.2,9.7,0.0,0.0,0.0,0.0,46.29760107062604,13.916594412777986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
29,2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9,-0.4,0.2,0.3,15.3,22.3,0.0,0.35,0.0,0.0,46.37134975,13.846099299999999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,2024-06-17,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,9.0,7.2,0.2,2.1,4.8,0.0,0.0,0.0,2.0,46.2858251,13.730373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
31,2024-06-19,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.4,21.2,19.6,0.0,0.0,2.8,0.0,0.0,0.0,6.0,46.26916,14.33129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
32,2024-06-19,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.4,21.2,19.6,0.0,0.0,2.8,0.0,0.0,0.0,0.0,46.26916,14.33129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
33,2024-06-19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.4,21.2,19.6,0.0,0.0,2.8,0.0,0.0,0.0,6.0,46.26916,14.33129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,2024-06-19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.4,21.2,19.6,0.0,0.0,2.8,0.0,0.0,0.0,0.0,46.26916,14.33129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,2024-06-20,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.8,13.1,11.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,46.2311573,13.9316373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
36,2024-06-20,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.8,13.1,11.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,46.2311573,13.9316373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
37,2024-06-24,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5,9.9,12.6,0.9,5.5,3.0,0.0,0.0,0.0,6.0,46.33800960000001,13.78469495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38,2024-06-24,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5,9.9,12.6,0.9,5.5,3.0,0.0,0.0,0.0,6.0,46.33800960000001,13.78469495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
39,2024-06-24,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5,9.9,12.6,0.9,5.5,3.0,0.0,0.0,0.0,6.0,46.33800960000001,13.78469495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40,2024-06-24,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5,9.9,12.6,0.9,5.5,3.0,0.0,0.0,0.0,6.0,46.33800960000001,13.78469495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,2024-06-24,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5,9.9,12.6,0.9,5.5,3.0,0.0,0.0,0.0,6.0,46.33800960000001,13.78469495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
42,2024-06-24,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5,9.9,12.6,0.9,5.5,3.0,0.0,0.0,0.0,6.0,46.33800960000001,13.78469495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
43,2024-07-07,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,16.5,15.7,3.5,1.9,0.0,0.0,0.0,0.0,4.0,46.29458445,13.7994743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
44,2024-07-07,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,16.5,15.7,3.5,1.9,0.0,0.0,0.0,0.0,2.0,46.29458445,13.7994743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
45,2024-07-13,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.1,26.7,28.5,18.4,8.4,0.0,0.0,0.0,0.0,1.0,45.9282777,13.6405682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
46,2024-07-13,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.1,26.7,28.5,18.4,8.4,0.0,0.0,0.0,0.0,0.0,45.9282777,13.6405682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,2024-07-13,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.1,26.7,28.5,18.4,8.4,0.0,0.0,0.0,0.0,0.0,45.9282777,13.6405682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
48,2024-07-16,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,16.9,16.6,0.2,0.0,0.0,0.0,0.0,0.0,1.0,46.3046096,13.8409388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
49,2024-07-16,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,16.9,16.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,46.3046096,13.8409388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
50,2024-07-16,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.7,26.3,25.1,0.1,0.0,0.9,0.0,0.0,0.0,1.0,45.9003665,13.8564856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
51,2024-07-16,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.7,26.3,25.1,0.1,0.0,0.9,0.0,0.0,0.0,0.0,45.9003665,13.8564856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
52,2024-07-19,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.3,29.1,28.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,45.9282777,13.6405682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53,2024-07-19,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.3,29.1,28.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,45.9282777,13.6405682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
54,2024-07-19,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.3,29.1,28.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,45.9282777,13.6405682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,2024-07-19,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.3,29.1,28.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,45.9282777,13.6405682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
56,2024-07-19,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.3,29.1,28.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,45.9282777,13.6405682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
